State,Zipcode,Latitude,Longitude,Bedroom,Bathroom,Area,ConvertedLot,MarketEstimate,Price
AK,99502,61.13986,-149.93535,2,2.0,1164,0.07,361400,365000
AK,99669,60.463364,-151.14949,3,2.0,2000,1.07,436600,439000
AK,99669,60.46292,-151.15195,3,2.0,2000,0.92,425400,439000
AK,99705,64.80387,-147.44269,1,1.0,576,1.4,104400,69000
AK,99709,64.88508,-147.83774,3,1.0,2050,0.8,295800,299900
AK,99645,61.61434,-149.15701,3,3.0,1944,1.15,530000,535000
AK,99588,62.273415,-146.52972,1,1.0,768,1.21,162600,165000
AK,99712,64.901085,-147.60304,4,2.0,3024,1.191,422400,425000
AK,99672,60.546303,-150.87854,4,2.0,1920,1.79,348300,359900
AK,99623,61.59547,-149.63486,3,2.0,1302,0.92,343800,350000
AK,99901,55.34354,-131.64993,4,3.0,2479,0.13,625700,649000
AK,99556,59.7311,-151.72957,3,2.0,1854,4.6,363200,365000
AK,99556,59.723297,-151.7178,3,3.0,1928,9.07,497100,499000
AK,99701,64.82853,-147.71986,2,1.0,600,0.1,323300,324900
AK,99901,55.347317,-131.63757,4,3.0,2112,0.34,475400,493000
AK,99623,61.531624,-149.58304,3,3.0,2400,0.97,526800,537000
AK,99645,61.612473,-149.2121,4,5.0,3248,0.66,832000,839000
AK,99577,61.315826,-149.51335,3,3.0,2427,0.26,576600,575000
AK,99577,61.316208,-149.55875,4,2.0,2036,0.17,416800,425000
AK,99669,60.484833,-150.95343,4,3.0,2560,1.98,587400,599000
AK,99516,61.116623,-149.82826,4,3.0,2581,0.21,682300,690000
AK,99577,61.27598,-149.37247,4,3.0,2377,1.26,915900,925000
AK,99623,61.56103,-149.9511,2,2.0,1576,86.07,1692200,1750000
AK,99645,61.616367,-149.15799,3,2.0,2048,1.05,226300,235000
AK,99654,61.635086,-149.55392,3,2.0,1353,0.92,378500,379000
AK,99688,61.87966,-150.10258,1,1.0,512,0.92,69000,70000
AK,99507,61.15994,-149.82903,3,2.0,1352,0.17,421200,415000
AK,99623,61.500267,-149.6292,3,3.0,1934,0.46,389200,399000
AK,99556,59.77649,-151.82367,5,4.0,4454,9.71,1211000,1250000
AK,99502,61.148937,-149.9785,5,3.0,3044,0.16,849800,849900
AK,99669,60.50684,-150.9475,2,2.0,1768,1.02,284700,295000
AK,99712,64.89262,-147.33707,1,1.0,586,1.2,93000,100000
AK,99705,64.841515,-147.43611,3,2.0,1700,2.4,404400,415000
AK,99669,60.51389,-150.77597,1,0.0,576,2.3,91600,99900
AK,99504,61.203896,-149.74217,4,3.0,3210,0.32,665500,670000
AK,99623,61.510517,-149.66286,4,3.0,2499,0.93,613400,615000
AK,99615,57.791958,-152.40099,5,2.0,2304,0.16,415200,425000
AK,99801,58.37877,-134.58318,4,3.0,1911,0.18365473,547700,557000
AK,99824,58.27753,-134.39975,3,2.0,2755,0.23,570700,575000
AK,99701,64.83792,-147.69522,4,3.0,2216,0.21951331,470000,487950
AK,99709,64.856544,-147.79372,3,1.0,1600,0.16988063,265600,268000
AK,99516,61.118572,-149.82603,4,3.0,2322,0.18,592600,599000
AK,99801,58.373768,-134.58427,4,3.0,2072,0.16717172,565200,568500
AK,99508,61.21758,-149.79788,3,1.0,920,0.17,291600,300000
AK,99709,64.88704,-147.79887,4,3.0,3618,2.575,485000,510000
AK,99577,61.33855,-149.55475,3,3.0,1556,0.08,358300,364999
AK,99623,61.532238,-149.64969,4,3.0,2892,0.92,487600,500000
AK,99801,58.302933,-134.40817,4,2.0,1504,0.03067034,496000,499000
AK,99504,61.207294,-149.75905,3,2.0,1840,0.23,313100,315000
AK,99611,60.702923,-151.339,2,1.0,1120,0.85,54000,60000
AK,99603,59.671303,-151.42668,4,3.0,3125,1.72,945400,975000
AK,99712,64.915375,-147.60803,2,1.0,818,1.7,118100,119000
AK,99645,61.658443,-149.20647,4,3.0,3109,1.0,697900,699000
AK,99516,61.07754,-149.789,4,4.0,3330,0.33,736600,749900
AK,99611,60.510075,-151.10324,3,1.0,1120,0.07,305500,315000
AK,99645,61.60254,-149.1178,2,1.0,780,0.11,260400,268900
AK,99827,59.408188,-135.99915,3,2.0,1900,7.25,645700,650000
AK,99611,60.557697,-151.28313,3,2.0,1246,0.26,324000,325000
AK,99835,57.057102,-135.33374,4,2.0,2346,0.17,518700,539000
AK,99737,64.04009,-145.71547,4,2.0,2140,1.0135,87300,89900
AK,99501,61.211933,-149.87383,3,2.0,1752,0.14,400900,399900
AK,99918,56.01217,-132.81064,1,1.0,1200,3.9,346900,349000
AK,99705,64.8028,-147.39778,3,2.0,2076,1.6,385900,399000
AK,99705,64.80101,-147.37717,4,2.0,1575,1.0,320600,332500
AK,99623,61.530384,-149.61253,3,2.0,1340,0.92,340600,349900
AK,99567,61.41762,-149.20119,6,5.0,5980,5.0,1059600,1090000
AK,99705,64.7567,-147.34004,3,3.0,2200,0.5,335500,345000
AK,99709,64.89007,-147.77388,5,3.0,3036,1.0,414800,434900
AK,99508,61.186756,-149.85945,4,3.0,3081,0.24,635600,649000
AK,99712,64.90227,-147.60356,5,3.0,3448,1.7,246800,249900
AK,99504,61.20086,-149.7463,6,2.0,2388,0.17,442500,448000
AK,99572,60.477287,-149.7148,3,2.0,2377,0.72,631300,649500
AK,99712,64.872826,-147.59816,1,1.0,864,1.8,196400,205000
AK,99507,61.14377,-149.80959,3,2.0,1563,0.17,470800,470000
AK,99709,64.88659,-147.77664,5,3.0,2557,0.72998166,438900,459000
AK,99705,64.73282,-147.30782,3,2.0,1700,0.9825528,377100,379900
AK,99516,61.06841,-149.73122,3,3.0,2394,0.94,773700,775000
AK,99507,61.143417,-149.835,1,1.0,899,0.44,284700,290000
AK,99672,60.535046,-150.8002,3,3.0,2176,1.02,425000,442900
AK,99712,64.87205,-147.154,3,2.0,1596,2.5,141600,142900
AK,99674,61.79395,-147.7461,1,0.0,768,1.4,98700,100000
AK,99611,60.53892,-151.08437,4,3.0,2222,0.76,402000,419500
AK,99516,61.110905,-149.72699,3,4.0,2963,2.29,812800,835000
AK,99516,61.093067,-149.70203,4,3.0,3202,1.54,1147500,1150000
AK,99801,58.29085,-134.43465,2,3.0,1904,20.0498,1222900,1300000
AK,99950,55.42594,-131.77641,3,2.0,1442,0.57,448600,449000
AK,99502,61.157578,-149.92915,3,2.0,1266,0.2,335600,340000
AK,99645,61.65832,-149.2547,3,3.0,2309,0.95,631900,632000
AK,99603,59.641636,-151.55803,5,4.0,2400,0.22,600100,625000
AK,99567,61.425617,-149.44577,5,4.0,4669,0.92,1162900,1200000
AK,99705,64.76557,-147.29892,4,2.0,1728,0.8,287100,300000
AK,99587,60.949135,-149.11986,2,3.0,4120,27.1,1995600,3995000
AK,99623,61.60015,-149.60756,3,3.0,1456,0.94,321900,340000
AK,99712,64.89006,-147.60678,8,5.0,5840,15.0,1637500,1750000
AK,99611,60.518135,-151.13905,4,3.0,2936,1.44,668700,695000
AK,99705,64.72994,-147.30615,3,2.0,1500,0.9290634,360700,375000
AK,99645,61.55649,-149.28699,4,3.0,2248,0.73,631100,630560
AK,99709,64.94949,-148.19188,2,1.0,2200,6.7,358700,375000
AK,99645,61.488007,-149.11711,2,1.0,1440,0.51,109400,110000
AK,99610,60.357136,-151.2707,2,1.0,864,2.25,235300,250000
AK,99623,61.50857,-149.66461,3,2.0,1450,0.93,378700,379900
AK,99669,60.48226,-151.07784,3,2.0,1176,0.29,328600,339000
AK,99502,61.148506,-149.9803,4,3.0,3492,0.16,842800,843900
AK,99577,61.31469,-149.51526,3,2.0,2050,0.46,487400,499000
AK,99705,64.76719,-147.34981,3,2.0,1232,0.9,311500,325000
AK,99502,61.120853,-149.8322,5,5.0,3954,0.52,1149300,1150000
AK,99701,64.841896,-147.73076,1,1.0,1372,0.2,237700,249900
AK,99709,64.76902,-148.05426,0,0.0,360,3.7,110000,119900
AK,99712,64.91312,-147.56151,3,2.0,2700,5.0,379300,399000
AK,99567,61.395306,-149.45984,3,3.0,2061,0.36,507700,518000
AK,99705,64.84139,-147.49956,3,3.0,1850,1.6,408000,409900
AK,99603,59.648014,-151.51688,4,4.0,2544,0.26,353400,369900
AK,99901,55.303368,-131.53448,3,2.0,1344,0.65,531600,549000
AK,99508,61.198143,-149.84094,3,3.0,3531,0.05,778200,795000
AK,99507,61.12096,-149.71684,3,3.0,2420,0.69,734100,750000
AK,99587,60.951534,-149.12904,4,3.0,1824,0.23,876000,899000
AK,99516,61.05589,-149.76567,3,3.0,2290,0.87,637600,650000
AK,99504,61.18363,-149.73662,3,3.0,1640,0.17,418100,415000
AK,99577,61.293587,-149.4456,7,6.0,4701,1.49,1309400,1350000
AK,99705,64.80129,-147.42636,4,3.0,3400,0.92,556700,580000
AK,99683,62.21236,-150.32768,0,0.0,384,4.81,197500,199000
AK,99705,64.749016,-147.35016,2,1.0,1620,0.2,298100,300000
AK,99672,60.52155,-150.90672,3,3.0,1979,1.95,461300,475000
AK,99705,64.82677,-147.49773,3,1.0,800,0.9,138800,150000
AK,99587,60.950603,-149.16608,3,2.0,1418,0.81,956800,985000
AK,99639,60.034145,-151.63477,7,3.0,3278,0.94,285300,299000
AK,99705,64.81673,-147.44498,3,2.0,1728,0.9986226,337000,352900
AK,99623,61.53472,-149.71727,3,2.0,2400,0.95,444000,445000
AK,99623,61.534744,-149.71779,3,2.0,1500,0.95,348300,349000
AK,99929,56.363064,-132.35658,3,2.0,1800,0.98,370600,372000
AK,99623,61.615448,-149.65613,3,3.0,1966,0.93,366600,385000
AK,99577,61.31595,-149.5682,3,3.0,1708,0.12,509400,515900
AK,99654,61.58592,-149.46526,3,2.0,1837,1.28,301400,299000
AK,99827,59.236553,-135.44539,6,4.0,1866,0.14,405500,425000
AK,99516,61.07279,-149.76602,3,2.0,1880,1.08,459000,469000
AK,99504,61.216225,-149.73836,4,2.0,1344,0.2,286800,289900
AK,99654,61.638447,-149.29616,4,3.0,3625,1.75,1054100,1085000
AK,99654,61.545498,-149.53961,4,4.0,3061,2.22,661200,674900
AK,99737,64.03444,-145.61203,4,2.0,2050,2.525,386400,389000
AK,99507,61.119762,-149.71649,3,3.0,2817,0.71,683500,699000
AK,99827,59.432453,-136.01291,2,1.0,1132,5.0,196300,199000
AK,99701,64.84184,-147.67545,4,2.0,2028,0.2,337600,350000
AK,99611,60.732372,-151.2002,1,1.0,888,2.19,275700,277000
AK,99516,61.119095,-149.83493,5,3.0,2961,0.28,483000,490000
AK,99669,60.48657,-151.0855,2,2.0,1327,0.01,314700,325000
AK,99674,61.710964,-148.88344,1,1.0,672,1.14,155600,167500
AK,99901,55.34992,-131.64337,3,1.0,1000,0.21,369100,385000
AK,99654,61.60163,-149.43791,3,3.0,1808,1.11,425400,420000
AK,99516,61.074913,-149.78659,6,4.0,4189,0.23,806300,825000
AK,99556,59.749676,-151.72296,1,1.0,880,4.62,165700,170000
AK,99709,64.930565,-148.0383,3,2.0,2280,3.4,352100,355000
AK,99516,61.108982,-149.8361,4,3.0,2228,0.18,498400,499900
AK,99688,61.975677,-149.88588,1,0.0,480,40.0,213500,199000
AK,99672,60.561287,-150.62422,0,0.0,192,2.42,129100,130000
AK,99705,64.83596,-147.49988,3,2.0,1400,1.8,352300,364900
AK,99709,64.83404,-147.91801,2,2.0,1803,2.021,350800,369900
AK,99623,61.554935,-149.58891,3,2.0,1454,0.92,448600,450000
AK,99623,61.474476,-149.7388,3,2.0,1230,0.92,314200,315000
AK,99515,61.125774,-149.91025,3,3.0,2152,0.17,521200,529900
AK,99801,58.38306,-134.56526,5,3.0,2256,0.4476584,514600,539000
AK,99577,61.30338,-149.544,3,2.0,1190,0.22,367000,375000
AK,99615,57.692856,-152.61,2,2.0,2100,0.92,519900,545000
AK,99504,61.22138,-149.74788,3,2.0,1230,0.22,346000,349900
AK,99623,61.523193,-149.62206,5,4.0,4401,0.55,455500,475000
AK,99672,60.53601,-150.79433,0,0.0,416,0.0,48000,48000
AK,99701,64.82275,-147.72562,3,2.0,1536,0.1,239100,235000
AK,99504,61.18177,-149.73306,3,2.0,1929,0.24,392700,399000
AK,99654,61.64933,-149.32019,3,3.0,2284,10.16,481100,499900
AK,99516,61.050488,-149.76775,4,3.0,3523,1.53,969200,989000
AK,99705,64.73322,-147.26884,4,2.0,1296,1.084,207800,220000
AK,99588,62.273865,-146.53188,2,1.0,1080,1.43,133000,135000
AK,99801,58.404575,-134.58694,4,4.0,3022,0.67,522600,549900
AK,99705,64.846825,-147.43939,2,2.0,2160,4.1,574900,579900
AK,99712,64.928116,-147.7153,3,2.0,1904,1.0,408800,425000
AK,99705,64.78287,-147.3822,3,2.0,1600,1.345,139600,149900
AK,99645,61.587883,-149.13612,3,2.0,1250,0.19,374800,375000
AK,99645,61.588238,-149.137,2,2.0,1200,0.19,359100,359500
AK,99623,61.5533,-149.57333,4,3.0,1942,0.93,513400,514700
AK,99705,64.810196,-147.4558,3,3.0,1693,1.0346,377400,379900
AK,99623,61.550934,-149.78793,1,1.0,792,1.03,97700,99000
AK,99611,60.536495,-151.08086,3,3.0,3495,1.15,428600,449900
AK,99603,59.645756,-151.58237,4,4.0,3166,4.65,1430200,1500000
AK,99502,61.14163,-150.01105,2,4.0,7854,3.19,2502000,2585000
AK,99654,61.62649,-149.41316,3,3.0,2546,1.11,574100,585000
AK,99712,64.90759,-147.57951,3,4.0,3432,1.9,474800,499900
AK,99669,60.48625,-151.01917,4,3.0,2300,0.97,554500,574900
AK,99611,60.569992,-151.27695,5,3.0,3332,0.3,411700,429900
AK,99517,61.203323,-149.94432,5,5.0,5575,0.96,1445100,1500000
AK,99577,61.301014,-149.53581,3,3.0,2036,0.12,436900,439900
AK,99623,61.635864,-149.55067,3,2.0,1441,0.92,413600,415000
AK,99516,61.106438,-149.80313,4,3.0,1938,1.06,550800,549000
AK,99587,60.950985,-149.12822,2,2.0,1858,0.34,1201300,1200000
AK,99654,61.606102,-149.40659,4,5.0,3862,3.49,658100,669000
AK,99705,64.75602,-147.3752,4,1.0,2550,0.41322315,282400,285000
AK,99515,61.110237,-149.88396,3,3.0,2562,0.15,412500,420000
AK,99712,64.93252,-147.55229,2,2.0,1425,1.7,274100,274900
AK,99559,60.79773,-161.77278,2,1.0,1012,0.36,364200,365000
AK,99654,61.595512,-149.45003,3,2.0,1464,0.57,387400,398000
AK,99645,61.67329,-149.1113,3,4.0,1980,1.91,518500,525000
AK,99712,64.869316,-147.66327,3,3.0,1228,1.1,289000,299000
AK,99611,60.722954,-151.25482,2,1.0,1164,3.03,323800,325000
AK,99654,61.643238,-149.2653,4,4.0,3000,1.14,483500,494900
AK,99654,61.581104,-149.3805,5,4.0,4260,0.49,723000,699000
AK,99712,64.92809,-147.5543,3,1.0,1288,2.5,222700,234900
AK,99801,58.374664,-134.58617,4,2.0,1822,0.13335629,349000,349900
AK,99705,64.782616,-147.35362,3,2.0,1663,0.9,366700,379900
AK,99654,61.63959,-149.47336,4,3.0,2026,0.92,499100,499900
AK,99508,61.20516,-149.81453,4,3.0,1976,0.15,420000,424900
AK,99516,61.102676,-149.81279,5,3.0,4230,0.55,738800,750000
AK,99567,61.42044,-149.44904,4,3.0,2036,0.97,489600,494000
AK,99503,61.189793,-149.904,2,3.0,1463,0.17,190900,200000
AK,99744,64.33765,-149.19136,5,3.0,3300,1.3,421100,425000
AK,99712,64.8957,-147.26724,2,3.0,2072,2.0,442000,459900
AK,99709,64.85729,-147.75386,3,2.0,1400,0.2512167,313800,325000
AK,99712,64.93173,-147.58743,3,2.0,2382,2.123,374700,394900
AK,99705,64.823044,-147.4579,2,1.0,916,1.012,237000,249900
AK,99610,60.260372,-151.28038,0,1.0,864,0.93,109800,110500
AK,99712,64.90373,-147.72574,5,3.0,2464,1.6,398900,399900
AK,99508,61.196228,-149.83475,2,1.0,1014,0.12,323000,319900
AK,99623,61.543026,-149.62956,3,2.0,1133,0.92,336100,349900
AK,99654,61.645447,-149.32608,3,2.0,1932,1.85,421500,434000
AK,99705,64.81903,-147.40773,4,3.0,2835,2.0,644200,670000
AK,99654,61.62383,-149.41852,3,1.0,1345,1.04,313000,319900
AK,99835,57.085358,-135.37894,4,3.0,3252,0.48,852600,899000
AK,99504,61.211727,-149.76935,4,2.0,2520,0.2,482700,489000
AK,99835,57.07186,-135.36537,4,3.0,3572,0.21990359,1054400,1105000
AK,99615,57.818275,-152.35907,2,2.0,1180,0.17,424000,439950
AK,99709,64.922424,-147.85243,3,0.0,725,2.0,162100,170000
AK,99515,61.102123,-149.86298,4,3.0,2686,0.34,545100,556500
AK,99712,64.86803,-147.14738,3,2.0,1420,4.8,335800,339000
AK,99611,60.70511,-151.33014,3,3.0,3424,1.18,374800,389000
AK,99683,62.319523,-150.21115,2,2.0,1708,2.48,171100,185000
AK,99654,61.55006,-149.49,3,2.0,1824,0.95,253100,263000
AK,99623,61.49581,-149.61641,4,3.0,2138,0.6,513700,530000
AK,99611,60.5586,-151.1216,3,2.0,2002,0.3,343700,359000
AK,99705,64.76483,-147.3397,4,3.0,2568,1.1236,431000,449900
AK,99835,57.062393,-135.34938,5,6.0,4040,0.16528925,750400,789900
AK,99712,64.89091,-147.52295,5,2.0,2240,1.9,431100,434900
AK,99623,62.0104,-149.93747,1,1.0,384,0.69,115800,129900
AK,99669,60.4743,-151.18335,4,2.0,1214,0.42,308900,320000
AK,99709,64.8379,-147.85849,3,2.0,1502,0.3,357900,360000
AK,99712,64.8662,-147.10197,3,2.0,1288,10.0,305000,320000
AK,99516,61.11428,-149.78128,5,4.0,3084,0.64,679200,689000
AK,99667,61.983593,-151.59122,1,0.0,624,2.96,99400,99995
AK,99603,59.710938,-151.39066,1,1.0,800,2.11,222600,235500
AK,99508,61.19688,-149.84036,3,3.0,3008,0.06,514400,525000
AK,99603,59.76422,-151.21361,2,1.0,1571,4.78,323400,345000
AK,99507,61.16834,-149.85036,3,2.0,1116,0.14,262700,270000
AK,99654,61.59136,-149.44786,4,2.0,2047,0.46,494800,499000
AK,99645,61.524803,-149.06683,4,3.0,2727,0.92,629400,629900
AK,99577,61.306293,-149.45534,4,4.0,4195,3.25,654000,675000
AK,99645,61.566242,-149.09712,4,3.0,4238,0.79,769900,784000
AK,99508,61.22431,-149.7977,3,2.0,1481,0.14,399000,399000
AK,99623,61.475704,-149.74023,1,1.0,896,0.92,111300,125000
AK,99669,60.485577,-150.93863,3,2.0,1400,0.91,426400,428000
AK,99669,60.51348,-151.01215,4,2.0,2600,1.01,441900,459000
AK,99507,61.138927,-149.82353,4,3.0,1760,0.14,438500,445000
AK,99502,61.14986,-149.94344,4,3.0,2212,0.19,452500,459000
AK,99901,55.34424,-131.64943,5,4.0,3750,0.12,899500,950000
AK,99737,64.03164,-145.72917,3,2.0,1520,0.2,315600,321500
AK,99705,64.73719,-147.28802,3,2.0,1696,0.98055553,399400,399900
AK,99517,61.186172,-149.93974,4,2.0,1920,0.2,415900,426900
AK,99669,60.504932,-150.89911,3,3.0,2519,0.93,818200,849900
AK,99517,61.189125,-149.94922,3,2.0,1324,0.1,312100,320000
AK,99709,64.84305,-147.82799,4,3.0,1944,0.22773187,303500,299900
AK,99623,61.60933,-149.54434,1,0.0,527,1.04,69300,70000
AK,99507,61.1554,-149.8234,3,2.0,1810,0.19,428400,435000
AK,99654,61.63895,-149.26808,3,2.0,1226,0.92,378800,377825
AK,99577,61.25014,-149.29721,4,4.0,5088,9.17,2033500,2125000
AK,99654,61.54782,-149.31631,4,3.0,2445,0.46,599100,599000
AK,99827,59.238888,-135.44331,3,2.0,1608,0.71,438600,460000
AK,99654,61.624374,-149.40009,3,1.0,865,0.46,218900,224900
AK,99645,61.58985,-149.28505,5,5.0,6075,1.94,844500,865000
AK,99501,61.210896,-149.91798,3,3.0,2764,0.47,1221100,1275000
AK,99705,64.81787,-147.5325,3,1.0,1220,1.1,295000,320000
AK,99654,61.638557,-149.46574,4,3.0,1803,0.98,444900,444900
AK,99515,61.1114,-149.86945,3,3.0,2100,0.26,293600,300000
AK,99801,58.40827,-134.59607,4,3.0,2427,0.42486227,621300,649999
AK,99623,61.527695,-149.56693,4,3.0,3220,1.03,762300,779995
AK,99623,61.538376,-149.72134,3,2.0,1255,1.04,357100,358000
AK,99688,61.74307,-150.066,3,3.0,2727,0.38,739800,759900
AK,99645,61.52037,-149.07288,5,4.0,2981,0.92,831700,845000
AK,99712,64.887184,-147.62688,3,0.0,1450,2.4,112700,119000
AK,99577,61.30536,-149.50822,3,3.0,1928,0.14,599600,599500
AK,99712,64.89544,-147.61172,3,3.0,2380,0.7,328900,345000
AK,99667,63.588753,-154.49306,1,0.0,556,40.0,149600,149500
AK,99568,60.141323,-151.50925,2,2.0,1274,1.08,408700,425000
AK,99645,61.557457,-149.277,4,3.0,2110,0.54,569500,569700
AK,99801,58.47705,-134.78157,2,2.0,1752,0.8199954,660800,699000
AK,99508,61.218067,-149.79733,5,2.0,2080,0.17,388100,399900
AK,99623,61.49746,-149.62427,3,2.0,1512,0.49,304600,319000
AK,99654,61.601852,-149.31506,4,3.0,2425,0.73,107300,285000
AK,99654,61.509167,-149.71191,1,1.0,648,1.69,204600,215000
AK,99567,61.36263,-149.51126,3,2.0,1650,0.46,147200,155000
AK,99577,61.25631,-149.29416,3,2.0,2865,1.91,534700,549000
AK,99683,62.2921,-150.44496,2,1.0,892,5.0,95700,100000
AK,99654,61.590656,-149.45392,4,3.0,1658,0.46,425000,430000
AK,99645,61.556828,-149.28035,3,2.0,2212,0.48,650000,650000
AK,99709,64.93922,-147.48108,3,2.0,1540,1.5,452200,465000
AK,99645,61.557575,-149.2778,4,3.0,2165,0.47,584700,584900
AK,99503,61.18111,-149.89589,3,2.0,1900,0.22,367200,379000
AK,99567,61.389057,-149.4534,3,2.0,1421,0.92,548800,549000
AK,99705,64.84222,-147.36015,4,3.0,2835,1.184,412200,414900
AK,99567,61.38002,-149.53572,3,3.0,1400,1.01,517400,524950
AK,99623,61.496674,-149.60043,4,4.0,3925,1.28,695800,699000
AZ,85711,32.194954,-110.87046,4,2.0,1706,0.28,338700,339999
AZ,86326,34.731953,-111.995346,1,1.0,704,0.67,267500,270000
AZ,86005,35.15945,-111.63412,6,6.0,6429,0.4711662,3239200,4500000
AZ,85204,33.397583,-111.752014,5,2.0,2040,0.099977046,385400,385000
AZ,86404,34.516693,-114.2995,2,2.0,1120,0.23,365300,339000
AZ,85718,32.320312,-110.94595,4,5.0,4518,0.94,1207500,1200000
AZ,85718,32.28271,-110.88861,2,3.0,1612,1.03,524400,525000
AZ,85750,32.291454,-110.840675,3,3.0,2651,0.78,782400,785000
AZ,85719,32.217514,-110.954384,3,2.0,1370,0.2,547400,549000
AZ,85745,32.283592,-111.0757,4,3.0,2391,1.0,696700,699000
AZ,85614,31.878593,-110.988235,2,2.0,1455,0.26,269300,269000
AZ,85614,31.875372,-110.99967,2,2.0,1554,0.13,329200,329000
AZ,85739,32.53015,-110.86592,2,2.0,2016,0.17,495800,498000
AZ,85747,32.146755,-110.76594,3,3.0,1479,0.04,311700,312900
AZ,85641,32.06229,-110.72677,3,3.0,2386,0.14,401100,400000
AZ,85641,31.958105,-110.77518,4,3.0,2575,0.14,397600,399500
AZ,85747,32.085297,-110.749886,5,3.0,2903,2.754821E-06,471500,475000
AZ,85715,32.23803,-110.8064,3,2.0,1659,0.27,413800,415000
AZ,85757,32.132957,-111.12572,3,2.0,1046,0.19,239700,240000
AZ,85747,32.108425,-110.694954,3,3.0,2675,0.23,461700,460000
AZ,85653,32.434338,-111.2174,4,2.0,2320,0.19,468100,469900
AZ,85085,33.735016,-112.114655,3,2.5,1982,0.10571625,538700,540000
AZ,85208,33.412838,-111.59596,3,2.0,1300,0.1010101,374300,375000
AZ,85901,34.29403,-110.176636,4,3.0,2324,1.75,693800,699000
AZ,85745,32.216904,-111.0376,3,2.0,1664,0.17,508000,510000
AZ,85629,31.988365,-110.97995,4,3.0,2850,0.13,439400,441500
AZ,85629,31.965727,-110.98721,4,3.0,2397,0.13,428300,430500
AZ,85622,31.806698,-111.02562,2,2.0,1867,0.22,486700,489000
AZ,86406,34.47389,-114.26506,3,2.0,1701,0.4,666800,689000
AZ,86326,34.711536,-112.005745,4,3.0,2031,0.27,443200,445000
AZ,86301,34.591213,-112.437126,2,2.0,1781,0.11,498400,515000
AZ,86017,34.947636,-111.64848,3,2.0,2081,0.3822314,646000,649900
AZ,86326,34.748478,-112.00463,3,2.0,2118,0.5,695400,699000
AZ,85641,32.063164,-110.70426,3,2.0,2041,0.16,383300,385000
AZ,85711,32.230038,-110.89825,3,2.0,1490,0.14,329600,330000
AZ,85901,34.28684,-110.11174,3,2.0,2839,1.0,411500,415000
AZ,85367,32.629612,-114.37691,4,2.0,1877,0.16179982,396500,399000
AZ,85367,32.63597,-114.37674,3,3.0,1800,0.17424242,428200,440000
AZ,85364,32.67806,-114.65254,3,2.0,1110,0.1533517,278000,280000
AZ,86327,34.55461,-112.24062,3,2.0,1930,0.14,522200,525000
AZ,86406,34.45725,-114.31655,4,3.0,3817,0.59,1387900,1199000
AZ,85364,32.678486,-114.63007,3,2.0,1056,0.16414142,137500,140000
AZ,86001,35.1844,-111.68537,3,3.0,1663,0.07,663300,665000
AZ,85364,32.70818,-114.67869,3,2.0,1008,0.13514693,192900,195000
AZ,85730,32.185616,-110.78412,3,2.0,1543,0.2,324500,325000
AZ,86017,34.94812,-111.64424,3,2.0,1166,0.2100551,456900,460000
AZ,85707,32.14853,-110.779144,3,3.0,2141,0.15,527400,629000
AZ,85629,31.949856,-110.97859,4,3.0,2208,0.12,414900,408990
AZ,85719,32.2404,-110.94056,3,3.0,3083,0.26,1321900,1326000
AZ,85741,32.309563,-111.024826,2,2.0,1066,0.14,298100,299000
AZ,85749,32.26519,-110.74705,4,3.0,2376,1.02,754700,759000
AZ,86403,34.505756,-114.3257,3,2.0,1353,0.22,427000,429900
AZ,85745,32.264977,-111.05839,4,3.0,2754,3.35,696100,699000
AZ,85737,32.386555,-110.94934,3,3.0,2543,0.16,717800,720000
AZ,85737,32.381237,-110.96986,3,3.0,3954,0.5,847400,850000
AZ,85629,31.949917,-110.97925,3,2.0,1232,0.12,310000,313740
AZ,86438,34.61015,-113.86324,4,3.0,3006,10.01,552900,818000
AZ,86406,34.469967,-114.31498,3,2.0,2456,0.4,735300,799900
