State,Zipcode,Latitude,Longitude,Bedroom,Bathroom,Area,ConvertedLot,MarketEstimate,Price
MT,59860,47.700577,-114.04845,4,3.0,2820,1.26,721600,749000
MT,59911,48.120216,-114.01428,3,3.0,2723,5.37,950000,995000
MT,59639,46.95026,-112.64754,2,1.0,576,3.05,297500,315000
MT,59860,47.736343,-114.02659,2,1.0,1232,4.0,482800,505000
MT,59901,48.175713,-114.44054,5,3.0,3036,1.87,875100,879000
MT,59102,45.766132,-108.61373,3,2.0,1680,0.0,95400,99900
MT,59601,46.561752,-112.17482,2,2.0,2156,5.0,603400,598000
MT,59912,48.355473,-114.244156,2,2.0,1650,2.62,598400,599000
MT,59404,47.477905,-111.33151,4,5.0,3711,0.288,510600,509900
MT,59808,46.897957,-114.05158,3,2.0,1302,0.129,540800,539900
MT,59714,45.77794,-111.20741,3,2.0,1890,0.138,483200,500000
MT,59803,46.80063,-114.04466,8,10.0,12735,10.73,4719700,4999000
MT,59421,47.156937,-111.933365,1,1.0,286,10.0,90500,100000
MT,59829,46.014603,-114.17873,4,4.0,1900,5.74,853000,855000
MT,59901,48.256542,-114.37338,3,2.0,2220,4.0,948500,950000
MT,59047,45.66428,-110.55373,4,3.0,1790,0.1607,826000,835000
MT,59901,48.112953,-114.187775,3,3.0,2571,10.04,1618500,1625000
MT,59808,46.891457,-114.10946,3,2.0,1440,0.3,370300,380000
MT,59101,45.769554,-108.51283,4,2.0,1872,0.1435,287800,290000
MT,59901,48.194725,-114.089386,4,3.0,2530,0.82,623000,624000
MT,59105,45.857998,-108.44776,4,4.0,2749,0.7731,518900,539000
MT,59102,45.78185,-108.56062,2,2.0,1105,0.0,243500,247000
MT,59843,46.750072,-113.00276,2,2.0,1434,40.0,352200,375000
MT,59901,48.198257,-114.367615,3,2.0,2176,1.17,749800,749900
MT,59106,45.804245,-108.67274,4,3.0,2718,0.0,521100,525000
MT,59875,46.337894,-114.16859,3,2.0,1512,10.31,563100,585000
MT,59421,47.241795,-111.88154,2,2.0,1380,45.0,515900,549000
MT,59937,48.36172,-114.46501,4,2.0,2800,10.43,921500,989000
MT,59901,48.268124,-114.440094,3,4.0,4299,5.0,1635300,1690000
MT,59102,45.78719,-108.54288,3,2.0,1914,0.1928,323100,324900
MT,59801,46.863056,-114.01667,2,1.0,1085,0.069,383700,379000
MT,59901,48.192616,-114.31431,4,3.0,2703,0.163,519700,539000
MT,59870,46.580147,-113.98009,3,2.0,1908,2.0,580000,595000
MT,59820,47.01839,-114.66864,1,1.0,408,0.9,200000,200000
MT,59102,45.762012,-108.58105,3,2.0,1568,0.0,151400,157900
MT,59701,46.001907,-112.50536,2,1.0,845,0.69,112500,125000
MT,59068,45.260952,-109.22648,0,2.0,620,4.017,433300,449900
MT,59101,45.808403,-108.36643,4,3.0,1620,1.586,434900,459900
MT,59860,47.69106,-114.15143,2,1.0,1182,0.161,237700,239000
MT,59602,46.645824,-112.00419,6,3.0,2510,0.24,435100,439000
MT,59937,48.435734,-114.34192,4,2.0,1056,0.28,848100,849000
MT,59602,46.643284,-111.682945,4,5.0,3742,1.266,1630700,1690000
MT,59758,44.76129,-111.17887,2,1.0,1576,1.91,490600,520000
MT,59801,46.861305,-114.03317,3,2.0,1482,0.082,359200,364995
MT,59063,45.657677,-108.88885,2,1.0,978,2.0,273300,289900
MT,59868,47.15641,-113.42889,5,3.0,3515,3.01,647700,695000
MT,59937,48.331608,-114.32896,3,2.0,1845,0.49,657900,699000
MT,59932,48.080894,-114.22808,4,4.0,2112,0.3,774700,815000
MT,59740,45.5239,-111.79037,3,4.0,5849,192.42,7269200,8300000
MT,59847,46.74011,-114.12647,3,2.0,2725,9.922,898800,897000
MT,59442,47.83628,-110.66681,5,3.0,3390,0.9,471700,489000
MT,59057,45.804363,-108.860886,3,3.0,2392,20.0,631800,664900
MT,59803,46.83249,-114.01541,6,3.0,3063,0.24,578400,599000
MT,59901,48.242207,-114.41002,2,1.0,1364,5.22,664400,665000
MT,59105,45.828983,-108.45129,4,2.0,1386,0.23,340900,330000
MT,59828,46.307575,-114.0878,2,1.0,2340,1.0,395400,397000
MT,59106,45.859905,-108.719986,5,3.0,3704,38.1,656900,699900
MT,59701,45.98525,-112.5172,5,3.0,2551,0.3444,629400,635000
MT,59102,45.765633,-108.616905,3,2.0,2280,0.0,222900,229900
MT,59404,47.479687,-111.33019,4,2.0,2088,0.22,348000,349900
MT,59901,48.184273,-114.354385,3,3.0,2014,1.01,573200,595400
MT,59601,46.592724,-112.02848,4,3.0,2741,0.257,596900,600000
MT,59401,47.514015,-111.246735,5,3.0,2380,0.172,319400,325000
MT,59803,46.81065,-114.03071,3,2.0,2088,0.184,507700,525000
MT,59105,45.82169,-108.479195,5,3.0,2912,0.2602,394700,398000
MT,59102,45.774776,-108.54511,4,2.0,1660,0.1607,318400,320000
MT,59752,45.8944,-111.54617,4,2.0,2428,0.1607,380600,399900
MT,59701,46.011696,-112.549736,3,3.0,3239,0.1102,447000,475000
MT,59937,48.45175,-114.34293,4,6.0,4047,0.79,6489100,6850000
MT,59937,48.385464,-114.330826,3,3.0,2708,0.291,1178700,1195000
MT,59106,45.77306,-108.63788,3,2.0,1890,0.46,490000,480000
MT,59101,45.741592,-108.555405,3,3.0,1596,0.0385,358200,360000
MT,59330,47.09958,-104.715225,7,3.0,4032,0.16,84700,93000
MT,59827,45.88567,-114.10238,2,2.0,1951,20.0,664900,667000
MT,59027,45.191086,-110.901085,2,4.0,2008,20.004,1451000,1595000
MT,59833,46.63295,-114.00872,4,3.0,2640,2.75,749600,749900
MT,59442,47.82186,-110.66742,4,2.0,2464,0.165,257600,325000
MT,59106,45.816944,-108.591095,4,3.0,4970,2.544,1187200,1200000
MT,59044,45.614883,-108.79244,3,2.0,1792,1.06,510100,525000
MT,59405,47.498768,-111.27035,2,1.0,807,0.172,300700,299000
MT,59901,48.264812,-114.28849,5,3.0,3240,10.0,1388000,1398000
MT,59804,46.869267,-114.06562,3,2.0,1512,0.423,454000,449000
MT,59701,45.989796,-112.50123,3,1.0,1728,0.1377,317700,320000
MT,59101,45.75591,-108.54981,3,1.0,1092,0.2048,298100,250000
MT,59102,45.78038,-108.556145,3,2.0,1226,0.1364,322000,259000
MT,59001,45.51549,-109.442535,3,2.0,1772,0.225,315800,320000
MT,59101,45.76839,-108.54765,3,1.0,1066,0.1303,242800,240000
MT,59105,45.80767,-108.494896,4,3.0,2840,0.2701,431200,435000
MT,59803,46.82761,-114.00051,4,3.0,3764,0.302,724500,750000
MT,59602,46.688255,-112.024155,3,2.0,1635,1.01,518400,518000
MT,59106,45.802437,-108.68992,3,3.0,2183,0.2193,477800,479000
MT,59911,48.05564,-114.07595,3,2.0,1485,0.18,462600,485000
MT,59101,45.780315,-108.53363,3,2.0,1440,0.1607,265700,279900
MT,59019,45.63648,-109.25652,3,2.0,1960,0.1999,391800,395000
MT,59901,48.179302,-114.09153,3,2.0,1580,1.53,684900,685000
MT,59858,46.326027,-113.296,4,2.0,1400,0.184,187100,189900
MT,59913,48.437473,-114.055405,1,1.0,416,0.31,472900,459000
MT,59754,45.54595,-112.3355,4,2.0,1936,0.2838,475800,485000
MT,59840,46.141903,-114.07578,3,2.0,1238,20.0,642200,649000
MT,59937,48.46683,-114.61536,3,2.0,1950,22.18,1259400,1349000
MT,59901,48.213646,-114.34752,2,2.0,1080,0.09,394400,395000
MT,59901,48.22473,-114.32847,3,2.0,1652,0.178,423000,435000
MT,59404,47.51999,-111.33397,4,3.0,2538,0.179,320400,320000
MT,59741,45.89761,-111.309425,4,3.0,3192,20.24,1843600,1850000
MT,59106,45.788845,-108.64777,4,3.0,4012,0.2857,1182800,1200000
MT,59901,48.17869,-114.088684,4,3.0,2782,2.03,925600,960000
MT,59803,46.815704,-114.07459,5,4.0,3488,0.193,774800,775000
MT,59327,46.15214,-106.44468,4,4.0,3741,248.0,822500,869000
MT,59404,47.537933,-111.29284,4,4.0,4309,0.27,649700,649900
MT,59101,45.774876,-108.52679,5,3.0,2268,0.1607,371600,375000
MT,59808,46.914772,-114.05566,4,3.0,1980,0.087,496700,495000
MT,59404,47.51572,-111.32854,1,1.0,596,0.215,130900,130000
MT,59716,45.261127,-111.2932,5,5.0,6014,5.76,4930700,4995000
MT,59644,46.378468,-111.568886,3,2.0,1380,1.34,445000,460000
MT,59875,46.441853,-114.128944,8,9.0,11585,170.2,11403300,11995000
MT,59901,48.27883,-114.333466,3,2.0,1335,0.302,648300,649000
MT,59804,46.850334,-114.089775,6,3.0,4398,0.64,1303800,1300000
NE,68506,40.79601,-96.66352,3,3.0,1510,0.15,263100,270000
NE,68526,40.74449,-96.60099,5,4.0,3536,0.29,600300,600000
NE,68503,40.82956,-96.67675,3,2.0,1368,0.15,151400,150000
NE,69101,41.14202,-100.78734,4,2.0,1190,0.13333334,89200,95000
NE,68372,40.625565,-96.63667,3,3.0,1818,0.32,290300,290000
NE,68516,40.751205,-96.61553,6,4.0,3585,0.21,499500,499500
NE,68516,40.749336,-96.65355,3,1.0,1312,0.17,193300,199900
NE,68462,40.91873,-96.53492,3,2.0,1607,0.21,260600,259900
NE,68522,40.795074,-96.75063,3,2.0,1514,0.16,232400,229900
NE,68467,40.867428,-97.59507,5,2.0,1855,0.17,60700,69000
NE,68506,40.777206,-96.651726,3,2.0,1296,0.15,181800,180000
NE,68506,40.77454,-96.607864,3,3.0,2232,0.28,342600,339000
NE,68025,41.43602,-96.483765,3,1.0,1420,0.12,189300,189900
NE,68701,42.042362,-97.40902,3,2.0,1754,0.3030303,132900,135000
NE,68516,40.762077,-96.62694,3,3.0,3444,0.23,372200,374999
NE,68701,42.046383,-97.42552,4,2.0,1716,0.20895317,213200,215000
NE,68521,40.85946,-96.730484,4,3.0,2226,0.18,303300,310000
NE,68601,41.42452,-97.35908,3,3.0,1380,0.2,271800,273000
NE,68507,40.845356,-96.62943,3,2.0,1600,0.222,242800,245000
NE,68504,40.842236,-96.64438,3,2.0,1472,0.16,231700,229999
NE,68528,40.817238,-96.73672,3,3.0,1798,0.26,345900,349900
NE,68901,40.58812,-98.381355,4,3.0,2217,0.18709825,119100,121000
NE,68803,40.940346,-98.36056,2,1.0,768,0.16,176500,185000
NE,68339,40.766357,-96.87591,3,2.0,1512,13.56,412200,410000
NE,68601,41.45216,-97.35149,6,5.0,2558,0.78955466,769000,775000
NE,68601,41.421227,-97.332,4,3.0,2112,0.2791552,366900,369000
NE,68512,40.750237,-96.683205,4,3.0,3224,0.39,359500,364900
NE,68467,40.860428,-97.57841,4,3.0,1840,1.33,285600,290000
NE,68502,40.79057,-96.68271,4,2.0,2092,0.15,380400,379900
NE,68025,41.4252,-96.506775,3,1.0,1600,0.19,164300,167000
NE,68516,40.75109,-96.677,4,4.0,2560,0.27,381700,384900
NE,68701,42.03034,-97.431114,3,1.0,992,0.14965564,133200,135000
NE,69101,41.13607,-100.75012,2,1.0,916,0.13333334,68900,69950
NE,68505,40.833023,-96.60822,3,3.0,1738,0.06,260100,260000
NE,68510,40.80859,-96.68508,6,2.0,1958,0.14,274700,275000
NE,68510,40.799805,-96.65217,3,2.0,1702,0.15,243800,241900
NE,68516,40.766003,-96.645546,3,3.0,1924,0.177,271900,279900
NE,68507,40.835735,-96.6288,4,2.0,1668,0.17,204800,205000
NE,68528,40.819527,-96.74107,4,3.0,1519,0.18,262900,269900
NE,68507,40.83875,-96.60807,3,3.0,2757,0.29,380100,379900
NE,68601,41.446705,-97.38554,5,3.0,1696,0.23347108,418300,420000
NE,68512,40.748493,-96.71018,2,2.0,1200,0.11,239800,240000
NE,69101,41.14247,-100.74973,3,2.0,1530,0.26767677,180600,179900
NE,68701,42.027836,-97.41956,4,2.0,1555,0.18904959,178500,180000
NE,68701,42.038,-97.39898,3,3.0,3283,0.19283746,267600,269900
NE,68516,40.76637,-96.611595,3,3.0,2643,0.2,979300,979900
NE,68521,40.837276,-96.73475,2,1.0,1143,0.16,238000,234900
NE,68502,40.80122,-96.716736,2,1.0,808,0.16,148100,149900
NE,68801,40.912582,-98.28624,4,3.0,1396,0.7128099,334200,339000
NE,68845,40.70232,-99.13489,3,3.0,2947,0.7977732,471100,474900
NE,68502,40.791676,-96.70982,3,2.0,1364,0.11,153500,157500
NE,68508,40.803352,-96.70014,4,3.0,4168,0.23,255700,270000
NE,68314,41.017258,-96.99644,3,2.0,2897,6.23,325200,339900
NE,68430,40.65484,-96.64203,5,5.0,4722,1.62,994600,995000
NE,68505,40.822803,-96.642784,2,2.0,1638,0.15,262000,259900
NE,68510,40.810177,-96.61858,3,2.0,2113,0.25,367100,379000
NE,68506,40.77785,-96.65146,3,1.0,1560,0.14,207200,209900
NE,68523,40.740818,-96.769485,4,3.0,2804,4.55,585200,610000
NE,68505,40.8268,-96.617645,3,2.0,1593,0.17,300900,299900
NE,68521,40.871197,-96.73951,3,3.0,1739,0.1,241200,239900
NE,68701,42.0497,-97.44153,3,2.0,2148,0.19272268,257900,260000
NE,68526,40.763027,-96.60576,4,4.0,2854,0.17,390700,390000
NE,68701,42.030476,-97.39355,3,2.0,1568,0.14,173700,175000
NE,68521,40.86053,-96.68458,5,3.0,2060,0.14,319800,315000
NE,68524,40.87315,-96.86498,4,2.0,2447,9.5,583500,615000
NE,68502,40.79996,-96.69366,5,4.0,4252,0.17,326900,344000
NE,68701,42.02386,-97.41093,2,2.0,1266,0.1147842,118400,120000
NE,68521,40.85308,-96.69562,3,3.0,1739,0.115,240900,240000
NE,68025,41.43224,-96.48916,3,2.0,2529,0.13,255900,260000
NE,68507,40.844322,-96.621956,3,3.0,2557,0.18,311900,310000
NE,68504,40.87518,-96.67209,4,3.0,2325,0.17,338600,339900
NE,68057,41.66887,-96.66713,3,2.0,1545,0.2,170100,169000
NE,68516,40.73385,-96.609055,5,3.0,2399,0.19,383200,385000
NE,68601,41.46589,-97.33494,3,3.0,1338,1.0,323400,325000
NE,68506,40.797306,-96.67153,3,1.0,1690,0.15,190500,185000
NE,68528,40.814938,-96.73851,4,2.0,1622,0.314,204000,212000
NE,68847,40.719128,-99.05687,5,3.0,2999,0.24391644,382700,385000
NE,68701,42.054173,-97.357574,3,2.0,2112,0.26,323400,328950
NE,68528,40.83243,-96.79303,3,3.0,2212,0.14,259800,259000
NE,69101,41.12613,-100.80171,4,4.0,2894,0.5038568,457300,459000
NE,68506,40.787178,-96.65187,3,1.0,1566,0.21,251400,250000
NE,68462,41.03064,-96.589615,3,3.0,5664,20.01,862300,924900
NE,68025,41.428646,-96.47885,3,2.0,1572,0.2,239600,239900
NE,68847,40.705482,-99.06406,3,2.0,1728,0.1721763,217200,219950
NE,68502,40.783688,-96.69993,3,3.0,2446,0.17,334400,345000
NE,68506,40.79526,-96.61013,4,3.0,2397,0.26,414400,415000
NE,68522,40.788452,-96.74273,4,2.0,1908,0.17,253700,264000
NE,68358,40.55312,-96.59064,3,3.0,2069,12.43,601600,625000
NE,68516,40.764763,-96.61811,4,4.0,3415,0.22,498600,499900
NE,69130,40.853542,-99.98022,3,2.0,1734,0.31841138,190100,195000
NE,68528,40.824,-96.748856,2,2.0,1457,0.13,450500,460000
NE,68506,40.792805,-96.63719,2,3.0,1920,0.1,289100,288500
NE,68503,40.825478,-96.67672,3,1.0,1352,0.16,181300,174900
NE,68505,40.831646,-96.63079,4,4.0,2256,0.16,259000,259999
NE,68467,40.87107,-97.59334,5,2.0,2920,0.17,194700,200000
NE,68862,41.602356,-98.92546,5,2.0,2559,0.1678719,97400,100000
NE,68358,40.517956,-96.60328,5,4.0,3944,3.3,749300,774000
NE,68025,41.446247,-96.58524,3,3.0,3107,0.43,669700,680000
NE,68510,40.799442,-96.60912,2,2.0,1171,0.05,251000,250000
NE,68333,40.656292,-96.89409,3,7.0,8120,32.0,3165300,3200000
NE,69101,41.129303,-100.74941,3,2.0,1130,0.22539027,198100,199000
NE,68788,41.821217,-96.6913,3,2.0,1844,2.07,404100,410000
NE,68502,40.79026,-96.689415,3,1.0,1582,0.08,281400,279900
NE,68601,41.43531,-97.35726,2,2.0,866,0.18484849,222500,225000
NE,68601,41.44734,-97.381035,3,2.0,1264,0.20661157,278100,280000
NE,69138,40.9496,-100.16965,4,3.0,3072,2.84,373000,384500
NE,68025,41.426582,-96.5176,4,3.0,2400,0.34,451100,469000
NE,68516,40.724545,-96.610435,4,3.0,2447,0.16,400000,399900
NE,68502,40.782036,-96.69839,2,2.0,1146,0.1,221700,219900
NE,68336,40.974094,-96.674484,5,4.0,2639,40.0,745900,749900
NE,68368,40.538727,-96.782646,6,3.0,3780,0.28,400100,400000
NE,68516,40.767277,-96.611984,2,3.0,2788,0.15,423800,600000
NE,68502,40.800537,-96.709465,2,1.0,744,0.09,131600,135900
NE,68516,40.758602,-96.67315,4,4.0,2480,0.17,336400,335000
NE,68504,40.841076,-96.65031,8,6.0,4382,0.1721763,435700,435000
NE,68503,40.82636,-96.67782,3,2.0,1236,0.16,193000,199900
NE,68847,40.68485,-99.07824,2,1.0,848,0.10123967,143400,145000
NE,68638,41.363472,-97.96939,2,1.0,884,0.25,86900,89000
NE,69153,41.131207,-101.71399,4,2.0,868,0.1446281,166300,169000
NE,68360,40.968338,-96.9292,4,3.0,2985,10.6,665600,675000
NE,68642,41.68848,-97.486275,3,2.0,1358,0.2,268000,269900
NE,68506,40.79011,-96.61638,3,3.0,2405,0.06,242600,250000
NE,68505,40.81989,-96.64323,4,3.0,2758,0.2,342900,339900
NE,68510,40.802433,-96.67693,2,2.0,1236,0.09,233400,235000
NE,68502,40.77107,-96.69061,3,1.0,1716,0.17,246800,250000
NE,68507,40.83744,-96.63948,2,2.0,1344,0.17,228900,230000
NE,68944,40.6157,-98.09485,4,2.0,1910,0.57,84300,93000
NE,68405,40.767662,-97.056114,2,3.0,1480,0.1,309600,310000
NE,68510,40.8032,-96.68099,4,3.0,1647,0.14,134500,135000
NE,69101,41.13649,-100.75421,3,1.0,1300,0.13,178800,179900
NE,68502,40.79291,-96.69578,4,2.0,1856,0.09,190800,199950
NE,68818,40.867657,-98.00333,3,4.0,2200,0.05647383,305200,309000
NE,68502,40.772953,-96.69236,5,3.0,2301,0.16,341600,339900
NE,68527,40.81786,-96.588615,4,4.0,3234,0.47,515700,519000
NE,68504,40.838074,-96.6521,5,2.0,2516,0.16,248300,249500
NE,68505,40.826656,-96.62894,3,2.0,1975,0.16,244900,249900
NE,68521,40.86863,-96.684784,4,2.0,2264,0.12,298200,300000
NE,68516,40.721844,-96.675575,5,3.0,3271,0.216,540300,539900
NE,68701,42.039818,-97.420975,3,2.0,1965,0.16283287,412000,415000
NE,69101,41.120308,-100.784706,3,2.0,1936,0.62,408000,425000
NE,68522,40.794662,-96.740074,4,2.0,1792,0.16,67400,64500
NE,68824,41.026917,-98.605576,3,3.0,2892,36.0,695200,695000
NE,68503,40.8155,-96.68617,3,3.0,1445,0.16951331,180400,179900
NE,68845,40.69163,-99.08637,2,1.0,1482,0.16069789,146300,149900
NE,68047,42.11228,-96.70469,3,2.0,1394,0.22,150300,149000
NE,68901,40.63355,-98.389,4,2.0,2822,0.32968318,319600,339000
NE,68506,40.773125,-96.61154,3,4.0,2529,0.21,360700,369900
NE,68510,40.813316,-96.66601,2,1.0,720,0.18,171500,175000
NE,68405,40.771404,-97.049805,3,3.0,2490,0.16,319500,319900
NE,69101,41.132812,-100.77409,4,2.0,1872,0.1388889,166200,177000
NE,68372,40.62732,-96.624886,3,3.0,2620,0.25,346400,339000
NE,68601,41.433853,-97.35528,4,1.0,1468,0.2,117600,125000
NE,68523,40.71078,-96.75805,5,4.0,3540,3.84,593700,620000
NE,68516,40.74819,-96.609856,4,3.0,2899,0.2,480100,489900
NE,68845,40.69811,-99.09698,3,2.0,2274,0.16354454,196700,215000
NE,68505,40.832977,-96.58811,4,4.0,4199,4.97,781700,784900
NE,68959,40.494545,-98.95272,5,3.0,3477,0.36363637,167000,170000
NE,68510,40.80946,-96.68071,4,2.0,2356,0.16,241800,239900
NE,69161,42.141724,-100.76002,1,1.0,1075,2.4862258,105100,110000
NE,68826,41.109226,-97.99734,3,3.0,2155,1.34,269100,275000
NE,68301,40.54034,-96.52015,3,3.0,1510,5.0,463600,489000
NE,68503,40.83487,-96.67678,2,1.0,700,0.15,141800,145000
NE,68507,40.853226,-96.62169,3,2.0,1312,0.16,265200,269000
NE,69101,41.131027,-100.7583,2,1.0,796,0.14348026,46500,48150
NE,68503,40.816906,-96.67172,4,2.0,1460,0.16,204600,202500
NE,68506,40.781445,-96.618515,4,4.0,3418,0.23,435800,450000
NE,68763,42.464005,-98.63613,4,3.0,0,0.21,437600,439000
NE,68847,40.691437,-99.06802,3,1.0,1153,0.34389347,174300,189900
NE,68632,41.253353,-97.13475,3,1.0,998,0.3,163700,179000
NE,68601,41.44981,-97.370155,3,2.0,2202,0.24793388,327200,330000
NE,68760,42.720856,-97.875984,5,3.0,2400,12.0,1386800,385000
NE,68516,40.712738,-96.68102,3,3.0,2171,0.12,326700,369999
NE,68317,40.678707,-96.5193,4,3.0,2840,3.29,559800,573000
NE,68516,40.73407,-96.61465,4,5.0,4048,0.24,532000,545000
NE,69170,40.799232,-100.74819,3,4.0,2232,20.0,557100,585000
NE,68845,40.711292,-99.09815,5,2.0,2388,0.4382461,356800,359900
NE,68434,40.916363,-97.10316,5,3.0,2841,0.23,496400,515000
NE,68504,40.826897,-96.65116,4,2.0,1738,0.14,190500,200000
NE,68510,40.807247,-96.635666,3,2.0,1464,0.22,288100,295000
NE,68653,41.5949,-97.45429,4,3.0,3075,3.0,451900,475000
NE,68769,42.345592,-97.78286,3,2.0,1512,5.67,231500,235000
NE,68025,41.386192,-96.50072,4,4.0,3112,2.74,467600,469000
NE,68624,41.330048,-97.19519,4,4.0,1994,2.8,643500,650000
NE,68313,40.77503,-97.28048,3,1.0,920,0.19,122400,129900
NE,68733,42.280277,-96.729645,4,4.0,3200,0.24,249300,250000
NE,68701,42.05284,-97.45673,5,3.0,3088,0.2295684,564600,575000
NE,68826,41.0661,-98.036804,3,3.0,1755,10.55,405400,420000
NE,68503,40.819904,-96.67719,4,2.0,1490,0.16,186300,190000
NE,68025,41.413338,-96.53019,3,3.0,1453,1.3,341500,319000
NE,68803,40.90696,-98.362785,4,2.0,1784,0.2565519,301900,304900
NE,68521,40.842846,-96.72125,3,2.0,1040,0.14,73100,73500
NE,69138,40.930626,-100.15834,4,2.0,2414,0.17676768,160200,189000
NE,68701,42.02926,-97.41872,3,1.0,1296,0.14100091,120600,125000
NE,68025,41.44161,-96.49365,3,2.0,1708,0.23,189600,199000
NE,68517,40.93439,-96.62768,4,6.0,5232,4.15,1888800,1899000
NE,68524,40.835915,-96.78578,3,3.0,2060,0.11,257200,259000
NE,68510,40.806892,-96.66533,3,1.0,1615,0.2,259800,268000
NE,68503,40.82648,-96.6844,4,1.0,1440,0.15,121200,125000
NE,68510,40.811848,-96.67238,5,3.0,2599,0.18732782,312900,314900
NE,68502,40.796787,-96.7091,3,3.0,2138,0.16,206700,216000
NE,68873,41.209362,-98.46117,5,2.0,1902,0.22545914,243400,249900
NE,68601,41.431583,-97.36368,4,2.0,1731,0.06666667,207900,213000
NE,68359,40.65331,-97.28342,4,1.0,1339,0.199,163000,170000
NE,68506,40.795105,-96.620605,3,3.0,2730,0.36,455900,469900
NE,68876,40.77503,-98.72678,3,3.0,2052,0.9641873,223100,241200
NE,68845,40.715874,-99.12027,5,3.0,2765,0.51714873,454300,479900
NE,68502,40.778107,-96.70102,1,1.0,654,0.156,159400,164000
NE,68506,40.79326,-96.657646,3,3.0,2105,0.34,339900,349900
NE,68818,40.85624,-98.00504,3,1.0,1152,0.4077135,201000,214900
NE,68508,40.81398,-96.703766,1,1.0,737,0.001,188500,189900
NE,68601,41.441624,-97.39775,5,3.0,1465,0.3443526,382200,390000
NE,68847,40.72495,-99.07187,6,3.0,2884,0.24761249,353200,379900
NE,68845,40.71321,-99.10005,3,3.0,2244,0.2295684,276100,296000
NE,69138,40.930614,-100.15827,4,2.0,100,0.17676768,186800,189000
NE,68845,40.68768,-99.10282,4,3.0,2861,0.17160238,307300,309000
NE,68428,41.01751,-96.82685,3,3.0,3268,1.83,613500,649900
NE,68521,40.88079,-96.72676,9,6.0,7666,0.43,772500,795000
NE,68522,40.79888,-96.76229,4,3.0,2402,0.16,370500,374900
NE,68506,40.77181,-96.61298,2,2.0,1758,0.13,351900,349900
NE,68901,40.595016,-98.41638,2,2.0,2152,0.25252524,315400,319900
NE,68341,40.434875,-96.88771,5,3.0,2220,23.02,520600,545000
NE,68333,40.629013,-96.93446,3,4.0,4904,7.01,812300,825000
NE,68526,40.742558,-96.59034,4,4.0,3344,1.62,692500,650000
NE,68504,40.82114,-96.645515,3,2.0,1458,0.16,226400,235000
NE,69151,41.07545,-100.46804,3,2.0,1760,1.94,233200,235000
NE,68901,40.59231,-98.36882,3,2.0,2216,0.6600092,223700,234900
NE,68521,40.862293,-96.725555,4,3.0,1040,0.18,300100,304750
NE,68847,40.717407,-99.072266,4,2.0,2028,0.0019972452,252200,269900
NE,68788,41.8357,-96.70132,4,4.0,2881,0.197,210500,225000
NE,68823,41.86117,-99.27949,5,5.0,2760,21.47,1085500,1100000
NE,68701,41.974037,-97.492134,3,2.0,1601,0.5,302100,320000
NE,68701,42.00968,-97.41235,2,1.0,840,0.6892103,138700,150000
NE,68025,41.437546,-96.50976,3,2.0,1552,0.4,224000,225000
NE,68025,41.37647,-96.54985,5,3.0,3080,3.0,495200,524900
NE,68803,40.906178,-98.35424,4,3.0,1596,0.24,283200,299900
NE,68850,40.784065,-99.755615,4,1.0,1440,0.3088843,171400,179000
NE,68066,41.192116,-96.622955,6,4.0,5148,1.31,750600,775000
NE,68701,42.021107,-97.41322,3,1.0,970,0.25307623,164700,179900
NE,68520,40.807606,-96.596085,5,4.0,4450,0.85,582600,599900
NE,68901,40.583984,-98.36644,4,2.0,1700,0.0,68900,70000
NE,68701,42.030632,-97.42077,2,1.0,987,0.16804408,134700,140000
NE,68066,41.212723,-96.62326,2,1.0,980,0.15,217000,219000
NE,68845,40.71193,-99.10896,4,3.0,1275,0.22497705,285300,305000
NE,68339,40.707623,-96.90079,4,3.0,2664,20.15,761500,789000
NE,68025,41.43024,-96.49175,1,1.0,484,0.07,102600,109500
NE,68823,41.783314,-99.13431,3,2.0,1368,0.21,134800,224000
NE,68507,40.852013,-96.63819,3,1.0,1107,0.33,159100,165000
NE,68520,40.774372,-96.60151,7,5.0,5369,0.52,1235700,1325000
NE,68031,41.611137,-96.54553,3,3.0,1636,0.16,198700,209000
NE,68872,41.105038,-98.362915,5,2.0,1248,5.66,370100,379000
NE,68025,41.469734,-96.50194,3,3.0,1465,0.64,354200,355000
NE,68044,41.56891,-96.50573,5,6.0,4485,5.18,1055300,1095000
NE,68015,41.39687,-96.675575,4,3.0,2176,6.58,477200,470000
NE,68503,40.814808,-96.672554,4,2.0,1376,0.11,177100,180000
NE,68507,40.85303,-96.633675,2,2.0,1425,0.16,230900,235000
NE,68869,41.03146,-98.91376,2,1.0,12075,0.24104683,94900,98900
NE,68845,40.7071,-99.09555,3,2.0,1344,0.22658402,217600,232500
NE,68502,40.792767,-96.688675,3,2.0,2742,0.13,219700,230000
NE,68516,40.73654,-96.656166,3,3.0,3088,0.21,436300,439900
NE,68730,42.832287,-97.51189,3,3.0,2900,0.82,417100,429000
NE,68901,40.598312,-98.40019,4,2.0,1838,0.24150597,249700,250000
NE,68503,40.81786,-96.67326,3,2.0,1680,0.11,192600,199000
NE,68715,42.00325,-97.594795,3,2.0,1248,0.69,161600,177900
NE,68506,40.795513,-96.61784,4,4.0,3296,0.28,348200,360000
NE,68527,40.815296,-96.577576,4,4.0,2410,0.18,409400,410000
NE,68516,40.7451,-96.66475,6,5.0,4785,0.22,644200,664900
